date,fng_value
25-12-2020,94
24-12-2020,86
23-12-2020,93
22-12-2020,88
21-12-2020,92
20-12-2020,92
19-12-2020,93
18-12-2020,95
17-12-2020,92
16-12-2020,92
15-12-2020,91
14-12-2020,95
13-12-2020,91
12-12-2020,90
11-12-2020,89
10-12-2020,94
09-12-2020,86
08-12-2020,95
07-12-2020,94
06-12-2020,95
05-12-2020,93
04-12-2020,92
03-12-2020,92
02-12-2020,92
01-12-2020,95
30-11-2020,88
29-11-2020,89
28-11-2020,87
27-11-2020,86
26-11-2020,93
25-11-2020,94
24-11-2020,88
23-11-2020,90
22-11-2020,94
21-11-2020,91
20-11-2020,86
19-11-2020,94
18-11-2020,91
17-11-2020,86
16-11-2020,90
15-11-2020,86
14-11-2020,90
13-11-2020,89
12-11-2020,87
11-11-2020,86
10-11-2020,90
09-11-2020,90
08-11-2020,82
07-11-2020,88
06-11-2020,90
05-11-2020,72
04-11-2020,74
03-11-2020,71
02-11-2020,71
01-11-2020,72
31-10-2020,73
30-10-2020,74
29-10-2020,67
28-10-2020,70
27-10-2020,61
26-10-2020,75
25-10-2020,76
24-10-2020,73
23-10-2020,74
22-10-2020,73
21-10-2020,61
20-10-2020,56
19-10-2020,55
18-10-2020,55
17-10-2020,56
16-10-2020,52
15-10-2020,56
14-10-2020,53
13-10-2020,56
12-10-2020,52
11-10-2020,55
10-10-2020,53
09-10-2020,48
08-10-2020,46
07-10-2020,43
06-10-2020,47
05-10-2020,42
04-10-2020,42
03-10-2020,40
02-10-2020,41
01-10-2020,45
30-09-2020,49
29-09-2020,45
28-09-2020,43
27-09-2020,47
26-09-2020,45
25-09-2020,46
24-09-2020,39
23-09-2020,43
22-09-2020,39
21-09-2020,48
20-09-2020,52
19-09-2020,48
18-09-2020,49
17-09-2020,48
16-09-2020,43
15-09-2020,47
14-09-2020,39
13-09-2020,38
12-09-2020,41
11-09-2020,41
10-09-2020,38
09-09-2020,38
08-09-2020,41
07-09-2020,41
06-09-2020,41
05-09-2020,41
04-09-2020,40
03-09-2020,79
02-09-2020,83
01-09-2020,75
31-08-2020,75
30-08-2020,75
29-08-2020,79
